account_id,loan_amount,interest_rate,credit_score,payment_history,balance,region,last_transaction_amount,age,income,account_type,is_anomaly,ai_explanation
380,150753.79,3.31,558,"[0, 0, 0, 1, 0]",149753.79,Quebec,1510.56,39,105573.71,Business,0,This record falls within expected operational limits.
381,159925.28,3.89,597,"[0, 0, 1, 0, 0]",158925.28,Manitoba,1763.74,36,44307.65,Personal,0,This record falls within expected operational limits.
382,90103.42,5.45,667,"[0, 0, 0, 0, 0]",90103.42,Quebec,3433.44,48,156675.18,Personal,0,This record falls within expected operational limits.
383,54357.52,5.85,829,"[0, 0, 0, 0, 0]",54357.52,Alberta,2744.37,46,134561.82,Personal,0,This record falls within expected operational limits.
384,20694.28,5.42,702,"[0, 0, 0, 0, 0]",20694.28,British Columbia,-206.84,37,119360.26,Mortgage,0,This record falls within expected operational limits.
385,28073.6,7.05,650,"[0, 0, 1, 1, 0]",26073.6,Manitoba,2129.56,60,102804.62,Mortgage,0,This record falls within expected operational limits.
386,39914.26,1.53,627,"[0, 0, 0, 1, 0]",38914.26,British Columbia,1947.27,40,94256.96,Mortgage,0,This record falls within expected operational limits.
387,108902.9,6.52,550,"[0, 1, 0, 0, 1]",106902.9,Manitoba,3412.2,61,70592.82,Business,0,This record falls within expected operational limits.
388,80290.46,4.76,723,"[0, 0, 0, 0, 0]",80290.46,Quebec,801.61,61,112503.38,Mortgage,0,This record falls within expected operational limits.
389,27890.26,5.2,632,"[0, 0, 0, 0, 0]",27890.26,Quebec,792.54,24,65735.43,Mortgage,0,This record falls within expected operational limits.
390,63818.5,3.76,733,"[0, 1, 0, 0, 1]",61818.5,Ontario,2813.09,70,67451.46,Personal,0,This record falls within expected operational limits.
391,75588.28,6.9,675,"[1, 0, 0, 0, 0]",74588.28,Ontario,2610.8,62,94448.01,Mortgage,0,This record falls within expected operational limits.
392,35534.21,6.28,606,"[1, 0, 0, 0, 0]",34534.21,British Columbia,1325.79,64,86861.75,Business,0,This record falls within expected operational limits.
393,50515.36,4.62,668,"[0, 0, 0, 0, 1]",49515.36,Quebec,1863.15,43,117397.62,Personal,0,This record falls within expected operational limits.
394,96338.09,5.26,515,"[0, 0, 0, 0, 0]",96338.09,British Columbia,-469.51,49,120307.43,Mortgage,0,This record falls within expected operational limits.
395,160112.05,4.58,616,"[0, 1, 0, 0, 0]",159112.05,Quebec,1753.71,54,56855.1,Personal,0,This record falls within expected operational limits.
396,137676.71,5.33,492,"[1, 0, 0, 0, 0]",136676.71,British Columbia,2235.09,58,86734.65,Mortgage,0,This record falls within expected operational limits.
397,116250.9,7.49,656,"[0, 0, 0, 0, 0]",116250.9,Manitoba,4326.4,67,91355.81,Mortgage,0,This record falls within expected operational limits.
398,115730.27,6.71,641,"[0, 0, 0, 0, 0]",115730.27,Ontario,2817.49,56,103858.62,Business,0,This record falls within expected operational limits.
399,31236.49,6.41,689,"[0, 0, 0, 0, 0]",31236.49,Alberta,2447.0,40,125894.47,Mortgage,0,This record falls within expected operational limits.
400,66081.59,7.45,603,"[0, 0, 0, 0, 0]",66081.59,Alberta,1374.39,54,112701.33,Mortgage,0,This record falls within expected operational limits.
401,142055.89,4.0,671,"[0, 0, 0, 0, 0]",142055.89,British Columbia,2293.25,21,143308.21,Business,0,This record falls within expected operational limits.
402,110734.19,5.54,609,"[0, 0, 0, 0, 0]",110734.19,British Columbia,-190.89,60,110014.82,Personal,0,This record falls within expected operational limits.
403,106432.38,6.68,671,"[0, 0, 0, 1, 0]",105432.38,British Columbia,1687.55,23,74171.39,Personal,0,This record falls within expected operational limits.
404,95763.98,5.1,649,"[0, 0, 0, 0, 0]",95763.98,Quebec,5068.02,44,122170.14,Mortgage,0,This record falls within expected operational limits.
405,15664.52,5.68,655,"[0, 0, 1, 0, 0]",14664.52,Ontario,2335.83,36,85722.68,Personal,0,This record falls within expected operational limits.
406,121752.04,7.03,553,"[0, 0, 1, 0, 1]",119752.04,British Columbia,-182.91,34,120476.98,Mortgage,0,This record falls within expected operational limits.
407,112777.55,3.86,591,"[1, 0, 0, 0, 0]",111777.55,Quebec,1206.71,51,38362.3,Business,0,This record falls within expected operational limits.
408,89564.61,6.35,613,"[0, 0, 0, 0, 0]",89564.61,Manitoba,3992.83,59,75401.16,Business,0,This record falls within expected operational limits.
409,80507.12,6.67,693,"[0, 0, 0, 0, 1]",79507.12,Quebec,2770.47,23,70910.09,Mortgage,0,This record falls within expected operational limits.
410,131063.23,7.22,624,"[1, 0, 1, 0, 0]",129063.23,Ontario,4452.55,25,72237.51,Personal,0,This record falls within expected operational limits.
411,60365.35,7.67,612,"[0, 0, 1, 0, 0]",59365.35,Quebec,3887.96,39,82333.72,Personal,0,This record falls within expected operational limits.
412,49992.48,5.73,646,"[0, 0, 0, 0, 0]",49992.48,British Columbia,889.13,51,80333.9,Business,0,This record falls within expected operational limits.
413,169118.32,4.62,662,"[0, 0, 0, 0, 0]",169118.32,Quebec,3845.42,34,192368.38,Personal,1,"This record shows an unusually high value compared to normal behavior. It exceeds typical operational ranges and falls beyond established thresholds, indicating a potential data integrity or risk concern."
414,157149.24,7.75,690,"[0, 0, 0, 0, 0]",157149.24,Quebec,2545.23,66,80264.18,Mortgage,0,This record falls within expected operational limits.
415,100942.38,5.92,641,"[0, 0, 0, 0, 0]",100942.38,Ontario,1340.07,41,128628.15,Mortgage,0,This record falls within expected operational limits.
416,69313.07,4.77,776,"[0, 0, 0, 0, 0]",69313.07,British Columbia,3045.75,24,94093.63,Business,0,This record falls within expected operational limits.
417,121989.72,5.15,640,"[1, 0, 0, 0, 1]",119989.72,Quebec,2772.47,24,48485.16,Personal,0,This record falls within expected operational limits.
418,93775.56,2.27,742,"[1, 0, 0, 0, 0]",92775.56,Ontario,596.21,49,28293.86,Personal,0,This record falls within expected operational limits.
419,96341.45,5.06,618,"[0, 0, 0, 0, 0]",96341.45,British Columbia,3677.72,56,82388.12,Personal,0,This record falls within expected operational limits.
420,49806.46,4.91,686,"[0, 0, 0, 0, 0]",49806.46,Alberta,2814.61,59,143403.31,Business,0,This record falls within expected operational limits.
421,103614.86,5.48,749,"[0, 0, 0, 1, 0]",102614.86,Ontario,3424.68,52,59624.17,Mortgage,0,This record falls within expected operational limits.
422,37494.06,6.85,773,"[0, 0, 0, 0, 0]",37494.06,Manitoba,1153.13,69,80793.24,Business,0,This record falls within expected operational limits.
423,82011.07,5.36,613,"[0, 0, 0, 0, 0]",82011.07,Quebec,3748.4,25,53616.43,Business,0,This record falls within expected operational limits.
424,46270.94,4.01,537,"[0, 0, 0, 1, 1]",44270.94,Ontario,-937.48,67,80642.6,Mortgage,0,This record falls within expected operational limits.
425,51783.14,2.84,664,"[0, 0, 0, 0, 0]",51783.14,Manitoba,3976.38,31,114936.04,Business,0,This record falls within expected operational limits.
426,101541.31,3.45,616,"[0, 0, 0, 0, 0]",101541.31,British Columbia,2999.65,41,74070.03,Business,0,This record falls within expected operational limits.
427,80976.87,8.21,523,"[0, 0, 0, 0, 0]",80976.87,Alberta,1847.55,57,71087.66,Mortgage,0,This record falls within expected operational limits.
428,143500.94,3.54,671,"[0, 0, 0, 0, 0]",143500.94,Alberta,3277.56,37,119478.56,Mortgage,0,This record falls within expected operational limits.
429,50147.74,5.36,609,"[0, 0, 0, 0, 0]",50147.74,Manitoba,4068.02,46,40613.11,Mortgage,0,This record falls within expected operational limits.
430,133834.7,3.87,704,"[0, 0, 0, 0, 1]",132834.7,Alberta,1411.85,48,93875.94,Business,0,This record falls within expected operational limits.
431,5108.19,4.9,653,"[0, 0, 0, 0, 0]",5108.19,Ontario,314.2,28,49131.77,Mortgage,0,This record falls within expected operational limits.
432,84209.96,4.73,615,"[1, 0, 0, 0, 0]",83209.96,Manitoba,1630.5,62,74655.51,Business,0,This record falls within expected operational limits.
433,-6831.08,4.54,767,"[0, 0, 0, 0, 0]",-6831.08,Ontario,2374.52,68,64571.89,Personal,0,This record falls within expected operational limits.
434,74326.05,4.54,787,"[1, 0, 0, 0, 0]",73326.05,Quebec,-217.99,63,55789.05,Personal,0,This record falls within expected operational limits.
435,80001.54,4.62,598,"[1, 0, 0, 0, 0]",79001.54,Quebec,1787.51,53,123781.9,Mortgage,0,This record falls within expected operational limits.
436,68349.78,5.53,685,"[1, 0, 0, 0, 0]",67349.78,Manitoba,435.58,22,132611.26,Mortgage,0,This record falls within expected operational limits.
437,60887.49,6.13,690,"[0, 0, 0, 0, 0]",60887.49,Alberta,3967.8,52,89819.65,Personal,0,This record falls within expected operational limits.
438,32948.08,3.31,769,"[1, 1, 1, 0, 0]",29948.08,Ontario,2861.89,55,103641.11,Personal,0,This record falls within expected operational limits.
439,88997.34,6.59,581,"[0, 1, 1, 0, 0]",86997.34,Quebec,2246.73,34,149668.09,Business,0,This record falls within expected operational limits.
440,56338.28,4.83,795,"[0, 0, 0, 1, 0]",55338.28,British Columbia,244.62,51,74476.7,Business,0,This record falls within expected operational limits.
441,58877.66,6.52,519,"[0, 0, 0, 0, 1]",57877.66,Quebec,1842.45,50,34927.52,Mortgage,0,This record falls within expected operational limits.
442,95429.09,4.44,684,"[0, 1, 0, 0, 0]",94429.09,British Columbia,543.02,54,53550.79,Mortgage,0,This record falls within expected operational limits.
443,91057.27,4.7,421,"[1, 0, 0, 0, 0]",90057.27,Alberta,439.99,23,84578.6,Personal,0,This record falls within expected operational limits.
444,48081.02,7.33,691,"[1, 0, 0, 1, 0]",46081.02,Alberta,554.03,38,96304.75,Personal,0,This record falls within expected operational limits.
445,25381.53,6.1,635,"[0, 1, 0, 1, 0]",23381.53,Quebec,467.62,63,66008.34,Business,0,This record falls within expected operational limits.
446,94042.48,3.87,699,"[0, 1, 0, 0, 0]",93042.48,British Columbia,1309.31,70,85590.24,Mortgage,0,This record falls within expected operational limits.
447,68083.63,3.85,688,"[0, 0, 0, 0, 0]",68083.63,British Columbia,3736.47,57,58087.21,Business,0,This record falls within expected operational limits.
448,-33097.58,6.11,707,"[0, 0, 0, 0, 0]",-33097.58,Quebec,1876.34,46,94349.0,Business,0,This record falls within expected operational limits.
449,148820.51,2.8,635,"[0, 0, 1, 0, 0]",147820.51,Manitoba,1639.01,24,74341.06,Personal,0,This record falls within expected operational limits.
450,35898.04,3.68,610,"[0, 0, 0, 0, 1]",34898.04,Alberta,435.77,65,73137.42,Personal,0,This record falls within expected operational limits.
451,117588.45,7.49,538,"[0, 0, 1, 0, 0]",116588.45,Alberta,3344.45,63,23132.07,Mortgage,0,This record falls within expected operational limits.
452,117641.72,7.91,605,"[1, 1, 0, 0, 1]",114641.72,Alberta,1806.54,26,84804.4,Personal,0,This record falls within expected operational limits.
453,122305.06,7.56,542,"[0, 1, 1, 0, 0]",120305.06,Manitoba,3229.61,24,53321.33,Personal,0,This record falls within expected operational limits.
454,6160.16,5.81,646,"[0, 0, 1, 0, 0]",5160.16,Ontario,-306.89,28,56967.66,Personal,0,This record falls within expected operational limits.
455,73172.97,4.04,658,"[0, 0, 0, 0, 0]",73172.97,Quebec,1294.56,58,65185.95,Business,0,This record falls within expected operational limits.
456,39004.59,7.57,616,"[1, 0, 0, 0, 0]",38004.59,British Columbia,2949.75,69,104063.38,Business,0,This record falls within expected operational limits.
457,28962.37,7.82,674,"[0, 1, 0, 0, 0]",27962.37,British Columbia,2868.82,69,42829.25,Mortgage,0,This record falls within expected operational limits.
458,-6018.92,4.57,719,"[0, 0, 0, 0, 0]",-6018.92,British Columbia,1073.33,69,91881.96,Mortgage,0,This record falls within expected operational limits.
459,8064.17,4.33,572,"[0, 0, 0, 0, 1]",7064.17,Alberta,388.57,58,68884.0,Personal,0,This record falls within expected operational limits.
460,95108.25,4.39,562,"[0, 0, 0, 0, 0]",95108.25,Ontario,1785.65,35,78061.77,Mortgage,0,This record falls within expected operational limits.
461,89418.47,4.39,687,"[0, 0, 0, 1, 0]",88418.47,Alberta,2233.07,51,74103.46,Personal,0,This record falls within expected operational limits.
462,78498.08,6.29,582,"[1, 0, 1, 0, 1]",75498.08,Manitoba,-310.33,70,83572.72,Mortgage,0,This record falls within expected operational limits.
463,159185.28,7.59,606,"[0, 0, 0, 0, 0]",159185.28,British Columbia,-812.86,21,70480.32,Mortgage,1,"This record shows an unusually high value compared to normal behavior. It exceeds typical operational ranges and falls beyond established thresholds, indicating a potential data integrity or risk concern."
464,31273.7,5.25,689,"[0, 0, 0, 0, 0]",31273.7,Manitoba,3155.43,57,59717.7,Personal,0,This record falls within expected operational limits.
465,79177.09,6.21,565,"[0, 0, 0, 0, 1]",78177.09,Manitoba,4634.94,70,80428.85,Business,0,This record falls within expected operational limits.
466,-23286.19,3.92,794,"[0, 0, 0, 0, 0]",-23286.19,Quebec,2867.98,59,48025.64,Personal,1,"This record shows an unusually high value compared to normal behavior. It exceeds typical operational ranges and falls beyond established thresholds, indicating a potential data integrity or risk concern."
467,65034.56,5.91,717,"[0, 0, 0, 1, 0]",64034.56,British Columbia,234.22,35,103173.23,Business,0,This record falls within expected operational limits.
468,116991.96,8.83,633,"[0, 0, 0, 0, 0]",116991.96,Alberta,3493.37,43,105857.62,Personal,0,This record falls within expected operational limits.
469,16204.03,6.33,576,"[0, 0, 0, 0, 0]",16204.03,Alberta,2104.34,24,57490.99,Mortgage,0,This record falls within expected operational limits.
470,6671.7,4.0,627,"[0, 0, 0, 0, 0]",6671.7,Ontario,1664.22,66,95345.61,Business,0,This record falls within expected operational limits.
471,70580.5,4.53,745,"[0, 0, 1, 0, 0]",69580.5,Alberta,3334.41,49,89422.58,Mortgage,0,This record falls within expected operational limits.
472,40363.65,5.64,604,"[0, 0, 0, 0, 1]",39363.65,Quebec,5291.66,57,31323.87,Mortgage,0,This record falls within expected operational limits.
473,64338.34,8.0,706,"[0, 0, 0, 0, 0]",64338.34,Ontario,4795.5,64,85390.93,Business,0,This record falls within expected operational limits.
474,104265.67,3.8,607,"[0, 0, 1, 0, 0]",103265.67,Quebec,881.45,24,55378.56,Personal,0,This record falls within expected operational limits.
475,34973.33,4.19,531,"[1, 0, 0, 0, 0]",33973.33,British Columbia,296.39,54,80005.79,Personal,0,This record falls within expected operational limits.
476,67345.3,2.82,645,"[0, 0, 0, 0, 0]",67345.3,Ontario,3596.59,43,108886.98,Mortgage,0,This record falls within expected operational limits.
477,78508.33,6.59,635,"[0, 0, 0, 0, 0]",78508.33,Alberta,2466.12,65,87897.65,Mortgage,0,This record falls within expected operational limits.
478,36688.54,6.41,721,"[0, 0, 0, 0, 0]",36688.54,Ontario,2492.31,36,73479.22,Personal,0,This record falls within expected operational limits.
479,-9212.55,3.33,515,"[0, 0, 0, 0, 0]",-9212.55,Quebec,4140.08,49,63210.42,Business,0,This record falls within expected operational limits.
480,119788.49,4.5,618,"[1, 0, 0, 0, 1]",117788.49,Alberta,3093.51,26,85576.23,Personal,0,This record falls within expected operational limits.
481,81462.97,2.43,611,"[1, 0, 0, 0, 0]",80462.97,Alberta,297.66,21,51494.3,Business,0,This record falls within expected operational limits.
482,63615.33,3.3,647,"[0, 0, 0, 0, 0]",63615.33,Alberta,-862.41,41,61567.91,Mortgage,0,This record falls within expected operational limits.
483,84723.35,4.74,612,"[1, 0, 1, 0, 0]",82723.35,Alberta,4333.13,21,90602.19,Mortgage,0,This record falls within expected operational limits.
484,47123.09,5.98,649,"[0, 0, 0, 0, 0]",47123.09,Quebec,1171.28,37,51044.64,Personal,0,This record falls within expected operational limits.
485,47418.11,4.69,624,"[0, 0, 1, 0, 0]",46418.11,British Columbia,4296.55,28,109838.64,Personal,0,This record falls within expected operational limits.
486,75798.05,4.95,676,"[0, 0, 0, 0, 1]",74798.05,British Columbia,3724.38,54,73378.83,Mortgage,0,This record falls within expected operational limits.
487,49375.32,3.72,745,"[1, 0, 0, 1, 0]",47375.32,Quebec,1511.86,29,18050.91,Mortgage,0,This record falls within expected operational limits.
488,84276.29,6.46,503,"[0, 0, 0, 0, 1]",83276.29,Quebec,-98.23,53,86669.48,Personal,0,This record falls within expected operational limits.
489,46906.82,6.96,676,"[0, 0, 1, 0, 0]",45906.82,Quebec,-1053.02,45,96988.25,Business,0,This record falls within expected operational limits.
490,39570.6,5.38,781,"[0, 0, 0, 1, 0]",38570.6,Manitoba,2179.73,54,52747.36,Personal,0,This record falls within expected operational limits.
491,121221.44,5.2,789,"[1, 0, 0, 0, 0]",120221.44,Ontario,1850.14,21,102817.58,Mortgage,0,This record falls within expected operational limits.
492,66019.13,5.13,690,"[0, 0, 0, 0, 1]",65019.13,Alberta,2426.42,67,52435.25,Personal,0,This record falls within expected operational limits.
493,125759.66,3.94,534,"[0, 1, 0, 0, 1]",123759.66,Alberta,2617.39,49,64671.97,Personal,0,This record falls within expected operational limits.
494,82393.04,2.91,589,"[0, 0, 0, 1, 0]",81393.04,Ontario,3360.94,51,95017.2,Personal,0,This record falls within expected operational limits.
495,66461.06,4.38,649,"[0, 0, 0, 0, 0]",66461.06,Quebec,2739.24,59,91517.38,Business,0,This record falls within expected operational limits.
496,34340.51,5.33,653,"[1, 0, 0, 0, 0]",33340.51,British Columbia,1474.52,45,91691.49,Mortgage,0,This record falls within expected operational limits.
497,66199.5,5.18,534,"[0, 0, 0, 0, 0]",66199.5,British Columbia,3901.54,33,134279.26,Mortgage,0,This record falls within expected operational limits.
498,117068.86,3.99,760,"[0, 0, 0, 0, 1]",116068.86,Quebec,1228.85,50,54958.68,Business,0,This record falls within expected operational limits.
499,13668.17,8.35,679,"[0, 0, 0, 0, 0]",13668.17,British Columbia,1985.49,50,102611.21,Business,0,This record falls within expected operational limits.
500,45308.46,7.69,715,"[0, 0, 0, 0, 0]",45308.46,Manitoba,2100.42,60,43142.93,Mortgage,0,This record falls within expected operational limits.
501,75571.73,4.33,733,"[0, 0, 0, 0, 1]",74571.73,Manitoba,2965.17,43,85809.37,Business,0,This record falls within expected operational limits.
502,12558.65,8.14,600,"[0, 1, 1, 1, 1]",8558.65,Quebec,2784.37,31,108408.58,Mortgage,0,This record falls within expected operational limits.
503,47861.74,6.94,631,"[0, 0, 1, 0, 0]",46861.74,British Columbia,1033.54,54,75743.97,Business,0,This record falls within expected operational limits.
504,70973.46,6.26,528,"[0, 1, 0, 0, 0]",69973.46,Alberta,2069.01,57,90737.71,Mortgage,0,This record falls within expected operational limits.
505,34797.48,3.49,560,"[0, 1, 0, 0, 1]",32797.48,Quebec,1420.01,38,53041.94,Mortgage,0,This record falls within expected operational limits.
506,63132.32,6.02,648,"[0, 1, 0, 0, 1]",61132.32,British Columbia,5008.58,35,103889.22,Business,0,This record falls within expected operational limits.
507,60724.56,9.26,676,"[0, 0, 0, 0, 0]",60724.56,Manitoba,2675.5,52,90550.13,Mortgage,0,This record falls within expected operational limits.
508,52167.89,5.35,679,"[0, 0, 0, 0, 0]",52167.89,British Columbia,2141.84,50,78988.51,Business,0,This record falls within expected operational limits.
509,27325.07,7.54,737,"[0, 1, 0, 0, 0]",26325.07,Quebec,2180.23,65,81861.63,Business,0,This record falls within expected operational limits.
510,117452.1,6.59,669,"[0, 0, 1, 0, 0]",116452.1,British Columbia,2375.97,49,106561.33,Personal,0,This record falls within expected operational limits.
511,95596.64,5.09,661,"[0, 0, 1, 0, 0]",94596.64,Manitoba,2012.02,23,47254.05,Mortgage,0,This record falls within expected operational limits.
512,81048.89,3.72,626,"[1, 0, 0, 0, 0]",80048.89,Quebec,2743.27,47,30143.3,Personal,0,This record falls within expected operational limits.
513,134397.37,2.05,624,"[0, 0, 0, 1, 0]",133397.37,Alberta,1960.9,35,83311.41,Mortgage,0,This record falls within expected operational limits.
514,29292.9,6.04,556,"[0, 0, 0, 1, 0]",28292.9,Manitoba,1491.39,57,96964.34,Business,0,This record falls within expected operational limits.
515,73463.29,3.49,692,"[1, 0, 0, 0, 0]",72463.29,Quebec,1903.29,49,60452.18,Personal,0,This record falls within expected operational limits.
516,147493.57,6.76,572,"[1, 0, 1, 0, 0]",145493.57,Manitoba,1606.84,49,98980.59,Business,0,This record falls within expected operational limits.
517,51898.5,6.66,545,"[1, 0, 1, 1, 0]",48898.5,British Columbia,2683.47,69,42492.05,Personal,0,This record falls within expected operational limits.
518,18227.83,7.07,631,"[1, 0, 0, 0, 0]",17227.83,British Columbia,274.96,48,45698.63,Mortgage,0,This record falls within expected operational limits.
519,105701.99,4.06,684,"[0, 0, 0, 0, 0]",105701.99,British Columbia,2077.62,28,75583.78,Personal,0,This record falls within expected operational limits.
520,132165.98,5.76,600,"[0, 0, 0, 0, 0]",132165.98,British Columbia,72.86,63,66792.48,Business,0,This record falls within expected operational limits.
521,41765.92,5.05,674,"[0, 0, 0, 0, 1]",40765.92,Ontario,2965.57,27,124334.79,Mortgage,0,This record falls within expected operational limits.
522,32311.18,2.36,668,"[0, 0, 1, 0, 0]",31311.18,British Columbia,1252.96,67,54016.03,Mortgage,0,This record falls within expected operational limits.
523,112200.35,5.43,693,"[0, 0, 0, 0, 1]",111200.35,Alberta,1572.75,27,43881.21,Business,0,This record falls within expected operational limits.
524,85662.2,5.55,853,"[0, 0, 0, 0, 0]",85662.2,Manitoba,1886.84,62,74399.96,Mortgage,0,This record falls within expected operational limits.
525,98190.63,6.75,636,"[0, 0, 0, 0, 1]",97190.63,Manitoba,5621.81,48,87712.18,Personal,0,This record falls within expected operational limits.
526,111919.04,6.11,741,"[0, 0, 0, 0, 0]",111919.04,Ontario,2178.74,43,63835.88,Business,0,This record falls within expected operational limits.
527,96414.55,6.95,676,"[0, 1, 1, 0, 0]",94414.55,British Columbia,1721.82,22,42236.62,Personal,0,This record falls within expected operational limits.
528,123002.61,4.16,478,"[1, 0, 0, 0, 0]",122002.61,Quebec,3899.31,26,97481.38,Personal,0,This record falls within expected operational limits.
529,115252.76,3.84,704,"[0, 0, 0, 0, 0]",115252.76,Quebec,368.33,62,82923.31,Mortgage,0,This record falls within expected operational limits.
530,62032.6,5.84,745,"[0, 0, 0, 0, 0]",62032.6,British Columbia,4404.56,37,83153.27,Mortgage,0,This record falls within expected operational limits.
531,127372.34,5.13,707,"[0, 0, 0, 0, 0]",127372.34,Ontario,1053.57,31,69052.48,Personal,0,This record falls within expected operational limits.
532,6133.37,5.3,742,"[0, 1, 0, 0, 0]",5133.37,Ontario,5767.51,29,92639.16,Business,0,This record falls within expected operational limits.
533,61978.68,6.69,717,"[1, 0, 0, 0, 1]",59978.68,Quebec,3599.36,64,101759.59,Business,0,This record falls within expected operational limits.
534,84876.45,5.38,658,"[0, 1, 0, 1, 0]",82876.45,Manitoba,3341.24,31,101724.89,Business,0,This record falls within expected operational limits.
535,39823.02,8.7,592,"[1, 0, 0, 0, 1]",37823.02,Quebec,-830.07,23,79100.77,Mortgage,0,This record falls within expected operational limits.
536,8390.95,4.81,637,"[0, 0, 0, 0, 0]",8390.95,British Columbia,3141.89,70,59789.67,Mortgage,0,This record falls within expected operational limits.
537,93124.76,4.25,649,"[1, 0, 0, 0, 0]",92124.76,Ontario,3052.15,48,39336.05,Business,0,This record falls within expected operational limits.
538,86077.1,4.6,603,"[0, 0, 0, 0, 0]",86077.1,Quebec,3204.47,34,126099.81,Mortgage,0,This record falls within expected operational limits.
539,105976.81,4.78,716,"[0, 0, 0, 0, 0]",105976.81,Quebec,1910.22,59,98768.09,Business,0,This record falls within expected operational limits.
540,42021.79,4.62,725,"[0, 0, 0, 0, 0]",42021.79,Manitoba,3306.42,61,45906.61,Business,0,This record falls within expected operational limits.
541,88523.79,5.95,650,"[0, 0, 0, 0, 0]",88523.79,Quebec,2621.83,25,85067.03,Business,0,This record falls within expected operational limits.
542,-5642.4,5.23,685,"[0, 0, 0, 0, 0]",-5642.4,Ontario,746.96,21,43632.53,Business,0,This record falls within expected operational limits.
543,64881.32,6.69,694,"[0, 0, 0, 0, 0]",64881.32,British Columbia,1577.28,65,135167.5,Business,0,This record falls within expected operational limits.
544,116941.81,7.39,593,"[0, 0, 0, 0, 0]",116941.81,Manitoba,2748.75,44,65468.41,Business,0,This record falls within expected operational limits.
545,89701.79,1.94,728,"[0, 0, 0, 0, 0]",89701.79,Ontario,1405.58,50,64311.08,Mortgage,0,This record falls within expected operational limits.
546,87282.95,4.28,674,"[0, 0, 0, 0, 0]",87282.95,Quebec,393.15,59,70752.55,Personal,0,This record falls within expected operational limits.
547,7764.08,7.19,621,"[0, 0, 0, 0, 0]",7764.08,Quebec,3317.61,57,88965.46,Mortgage,0,This record falls within expected operational limits.
548,54860.79,6.86,750,"[0, 0, 0, 0, 0]",54860.79,Alberta,1175.45,37,99015.98,Personal,0,This record falls within expected operational limits.
549,158699.37,4.68,683,"[1, 0, 0, 0, 1]",156699.37,Manitoba,3721.14,53,39209.95,Personal,0,This record falls within expected operational limits.
550,131483.34,8.81,685,"[0, 1, 0, 0, 0]",130483.34,Alberta,1180.57,34,87256.69,Mortgage,0,This record falls within expected operational limits.
551,64810.17,7.17,550,"[0, 1, 0, 1, 1]",61810.17,Manitoba,1250.16,24,119149.81,Mortgage,0,This record falls within expected operational limits.
552,21059.65,6.58,697,"[0, 0, 0, 0, 0]",21059.65,Alberta,3593.27,37,34131.84,Mortgage,0,This record falls within expected operational limits.
553,121105.92,6.48,688,"[0, 0, 1, 0, 0]",120105.92,Quebec,2308.07,29,49911.11,Business,0,This record falls within expected operational limits.
554,48431.81,6.05,670,"[0, 0, 0, 0, 1]",47431.81,Ontario,1785.84,38,118534.5,Personal,0,This record falls within expected operational limits.
555,50910.96,5.24,505,"[0, 0, 1, 0, 1]",48910.96,Manitoba,2929.93,63,30936.86,Business,0,This record falls within expected operational limits.
556,37547.19,2.94,478,"[0, 0, 0, 0, 0]",37547.19,Manitoba,3595.27,60,52252.57,Personal,0,This record falls within expected operational limits.
557,83257.35,3.81,678,"[0, 0, 0, 0, 0]",83257.35,British Columbia,3481.11,68,39878.9,Business,0,This record falls within expected operational limits.
558,44185.23,5.59,676,"[1, 0, 0, 0, 0]",43185.23,Ontario,-973.35,48,84137.17,Personal,0,This record falls within expected operational limits.
559,159514.58,3.58,576,"[0, 0, 0, 0, 0]",159514.58,Ontario,3353.15,65,40144.71,Personal,0,This record falls within expected operational limits.
560,74397.4,7.64,629,"[0, 0, 0, 0, 0]",74397.4,Quebec,1582.09,32,102821.79,Business,0,This record falls within expected operational limits.
561,50113.8,5.82,699,"[1, 1, 0, 0, 0]",48113.8,Alberta,926.83,42,73580.99,Mortgage,0,This record falls within expected operational limits.
562,94229.58,4.04,541,"[1, 0, 0, 0, 0]",93229.58,Quebec,3918.14,69,90934.35,Mortgage,0,This record falls within expected operational limits.
563,9237.26,6.51,660,"[0, 0, 0, 0, 0]",9237.26,Alberta,2448.41,41,21179.76,Mortgage,0,This record falls within expected operational limits.
564,42928.65,7.09,599,"[0, 1, 0, 1, 0]",40928.65,British Columbia,1582.86,30,23277.37,Mortgage,0,This record falls within expected operational limits.
565,96356.12,4.77,572,"[0, 0, 1, 1, 0]",94356.12,Ontario,1788.71,56,65876.54,Business,0,This record falls within expected operational limits.
566,83752.51,2.22,603,"[0, 0, 0, 0, 0]",83752.51,Ontario,-516.88,35,111663.29,Business,0,This record falls within expected operational limits.
567,103803.45,4.77,633,"[0, 0, 0, 0, 0]",103803.45,British Columbia,901.22,41,120018.82,Personal,0,This record falls within expected operational limits.
568,73826.17,7.78,567,"[0, 0, 0, 1, 0]",72826.17,Manitoba,1576.23,62,20284.76,Personal,0,This record falls within expected operational limits.
569,49552.32,5.82,637,"[0, 1, 0, 0, 0]",48552.32,British Columbia,1300.11,30,77526.65,Mortgage,0,This record falls within expected operational limits.
570,31330.1,6.69,530,"[0, 0, 0, 0, 0]",31330.1,Quebec,2216.33,57,51698.28,Mortgage,0,This record falls within expected operational limits.
571,63082.61,6.86,721,"[0, 0, 0, 0, 0]",63082.61,Quebec,3652.83,39,62788.7,Business,0,This record falls within expected operational limits.
